PartNo,PartName,User,Supplier,Date,SupplierQuote,Rec,SettledPrice
3163,heavy,Thomas Richardson,"Rivera, Maldonado and Chavez",2023-05-14,268.52,171.28,202.91
9950,magazine,John Scott,Stewart-Bell,2022-11-16,208.65,131.99,158.44
3176,bad,Timothy Smith,"Mccarty, Armstrong and Robertson",2023-05-11,307.8,210.63,219.72
4288,candidate,Rebecca Lloyd,"Alexander, Fischer and Perkins",2022-12-14,268.29,178.88,212.53
1197,official,Kirsten Wilson,"Anderson, Mcdaniel and White",2023-04-03,323.69,202.89,229.85
6799,carry,John Robertson,Hall and Sons,2023-08-02,248.71,155.73,185.73
2631,worry,Anthony Graves,Wood and Sons,2023-08-01,129.58,87.43,91.96
8075,political,Christopher Jones,Turner PLC,2023-04-07,446.25,299.44,351.47
8141,husband,Jeffrey Rivera,"Thompson, Guerra and Davis",2023-05-23,344.51,233.06,250.54
3982,federal,Stacie Jenkins,Terry-Hart,2023-05-15,477.84,323.37,369.41
5507,grow,Mathew Hurst,Pacheco PLC,2023-05-08,94.52,60.24,74.38
4612,view,Paul Perry,Decker Inc,2023-07-10,208.88,146.18,148.85
9038,move,Daniel Jones,Hill PLC,2023-03-25,310.21,212.14,217.46
2011,PM,Kimberly Perry,Hunt Group,2023-06-13,492.25,319.58,379.9
8297,tax,Christopher Steele,Carter-Schneider,2023-07-29,213.58,131.93,151.0
7265,shake,Daniel Harmon,Boyd-Whitehead,2022-10-11,108.37,67.34,79.36
8590,future,Courtney Mclaughlin,Gross PLC,2022-12-31,495.22,301.38,379.08
5595,teach,Casey Daniels,Watson Ltd,2023-07-20,341.79,220.73,249.64
3142,question,Luke Dunn,Smith PLC,2022-10-12,173.24,116.0,128.32
2910,actually,Darryl Quinn,Mccarthy Ltd,2022-12-02,51.25,32.09,40.41
9431,attack,Kristen White,"Smith, Erickson and Rodriguez",2023-08-06,403.46,281.36,309.63
4997,production,Lisa Wade,Smith LLC,2023-05-02,165.01,114.87,124.79
7788,finish,Jennifer Cuevas,Dyer-Mercado,2023-08-05,225.22,156.53,161.07
2178,mention,Dr. Stephanie Harding,Bishop-Mason,2023-08-14,346.25,231.28,252.47
5640,soon,John Jones,"Nelson, Armstrong and Spears",2022-12-06,53.2,33.58,37.84
2705,side,Shane Sampson,"Williams, Estes and Lyons",2022-09-06,427.2,281.27,304.05
4265,receive,Henry Flores,Mcclain-Dennis,2023-05-06,261.83,163.76,198.33
3500,half,Vincent Watson,Ellis PLC,2023-03-31,342.09,238.43,265.66
3393,lead,Amber Osborne,Leon and Sons,2023-04-19,234.29,150.18,174.89
9208,knowledge,Nicole Gutierrez,"Goodwin, West and Ellis",2022-10-14,262.54,161.17,207.49
5616,national,Scott Mueller,Kim Group,2022-10-12,71.31,44.24,52.86
6745,center,Jennifer Smith,"Mitchell, Mosley and Ramirez",2022-09-25,438.92,278.19,334.91
5143,cut,Mr. Adam Ward,Taylor Group,2022-12-02,161.41,99.34,126.67
7283,always,Heather Harris,"Hester, Obrien and Sanchez",2022-11-29,387.74,236.41,283.23
4947,address,Desiree Richard,Mccann LLC,2022-09-25,493.72,300.01,385.25
1698,car,Michael Sullivan,Gomez Inc,2022-12-15,263.22,176.8,197.04
8394,floor,Deborah Patel,Martinez Ltd,2023-07-23,310.07,192.53,243.37
6905,finally,Debra Garcia,Jenkins-Rocha,2022-09-26,320.09,212.86,245.97
3735,around,Theresa Gomez,Perez-Knight,2023-08-22,346.17,209.48,261.04
1657,difficult,Joshua Lowe,"Jacobson, Martin and Martinez",2022-11-26,202.72,127.42,143.97
7182,effort,Robert Hill,"Marshall, Hayes and Burton",2023-07-21,494.75,336.62,386.29
1217,itself,Michele Pugh,Arias-Rodriguez,2023-01-01,292.15,188.28,210.93
5207,fight,Stanley David,"Goodwin, Smith and Walton",2022-10-11,286.43,179.21,221.79
5872,course,Joseph Robinson,Edwards Group,2023-05-02,104.96,71.45,80.26
3749,view,Miss Stephanie Ford,"Ellis, Lewis and Lewis",2022-10-11,248.92,163.9,196.13
7823,fall,Richard Buchanan,Harrell-Lynn,2023-03-09,383.12,258.84,290.62
4453,raise,Melissa Watson,Fleming Inc,2023-06-11,379.24,247.26,297.35
5884,education,Scott Garcia,Gonzalez-Villa,2022-09-26,284.03,196.87,200.99
3626,play,Lisa Sanchez,Richard-Malone,2022-10-12,423.88,258.95,304.69
1289,billion,John Frey,Brown PLC,2023-08-24,72.59,44.86,54.73
4804,decision,Megan Arellano,Obrien-Bentley,2022-10-28,156.94,99.38,121.82
8665,this,Brandon Grant,Johnson and Sons,2023-03-07,88.0,61.54,65.19
7088,single,Tricia Jackson,"Rodriguez, May and Allen",2023-03-07,106.18,69.18,83.8
5740,develop,Lisa Gray,Ferguson-Miller,2023-02-01,86.28,55.54,67.94
2122,western,Sarah Fernandez,Murray LLC,2023-07-11,334.4,211.98,255.8
2076,rest,Mark Smith,"West, Daniels and Colon",2023-07-24,452.6,301.82,345.07
2470,nation,Stephanie Thomas,"Parks, Chen and Wilkins",2023-06-07,441.42,275.14,310.56
6627,pay,Rebecca Herrera,James PLC,2023-08-24,320.88,194.67,229.67
1738,child,Jose Fisher,Patrick-Waters,2022-09-20,85.94,59.73,62.45
3396,former,Denise Edwards,Watts Inc,2023-05-26,152.98,101.68,111.82
8040,economy,Julie Powers,Washington PLC,2023-04-01,122.28,84.08,87.31
6280,success,Lorraine Paul,Brown-Baker,2022-11-19,360.82,221.49,286.48
8214,soldier,Cody Gibson,Santana-Hicks,2023-03-31,59.82,36.27,44.65
5108,nature,Robert Padilla,"Garza, Lewis and Stephens",2023-08-06,259.19,160.15,188.11
7388,defense,Lisa Campos,Turner-Ross,2023-02-10,233.63,153.28,175.75
2715,choose,Kyle Delgado,"Sims, Macdonald and Patton",2022-09-13,231.18,154.54,167.82
8652,second,Brandon Logan,Castro-Collins,2022-09-07,80.28,51.51,56.31
3448,heavy,Devin Friedman,Wilson Ltd,2022-11-01,80.67,48.69,64.37
3560,change,Jenny Tucker,Sandoval Inc,2022-10-23,425.46,286.75,302.25
3229,good,Kathryn Townsend,Dillon Ltd,2022-09-03,459.75,283.97,366.46
8501,successful,Ricky Jennings,James-Sanchez,2023-03-17,497.51,320.87,358.87
9326,cultural,Jacob Brown,Patel Group,2022-11-11,488.12,322.72,386.16
8165,account,Kevin Taylor,Ortiz and Sons,2022-10-22,310.73,190.53,242.54
9086,far,Shawn Jones,Taylor-Brown,2023-03-14,458.23,288.69,348.17
5691,political,Miguel Delacruz,"Saunders, Rose and Perez",2022-11-15,499.39,331.22,378.54
3878,world,Hunter Rodriguez,"Ward, Rodriguez and Lopez",2023-08-06,134.51,94.08,103.3
7364,TV,Vanessa Brown,"Roberts, Rodriguez and Wolfe",2023-06-18,59.63,40.81,47.51
6635,sing,Sierra Rogers,Henderson PLC,2023-03-21,167.02,109.36,128.2
6087,girl,Patricia Gonzalez,Richards-Phillips,2023-08-17,201.44,136.87,144.08
3982,section,Dr. Sarah Ray DDS,Edwards and Sons,2023-04-08,135.93,86.97,102.87
6551,phone,Darren Klein,"Martinez, Rose and Cox",2022-11-14,371.3,258.49,291.49
9878,appear,James Hanson,Jackson Ltd,2023-02-27,165.32,101.32,120.13
2804,out,Kathy Cunningham,Romero-Alexander,2022-11-14,92.57,63.35,68.88
3159,protect,Joshua Mendez,Carpenter Inc,2022-10-06,446.66,285.05,320.54
3994,child,Erik Smith,Smith-Richardson,2023-05-20,56.14,36.23,39.34
2297,rest,Mark Nichols,"Schroeder, Vargas and Weber",2022-11-25,138.05,94.02,110.06
4203,fill,Michelle Holland,"Cruz, Armstrong and Brady",2022-11-16,359.17,237.85,277.94
9508,accept,Paul Cisneros,Edwards-Wheeler,2023-05-13,260.48,168.61,191.91
6064,conference,George Williams,Lopez Ltd,2023-03-11,300.11,204.89,211.65
7359,fact,Rita Mills,Marshall-Hall,2023-04-06,132.52,91.29,98.33
8382,another,Dominique Bentley,"Gomez, Cunningham and Gonzalez",2023-07-02,382.58,253.85,288.24
7073,agreement,Samantha Jones,Wright Ltd,2023-05-27,343.83,217.14,272.47
3177,individual,Anthony Mejia,"Smith, Martinez and Sanchez",2023-02-23,67.05,46.35,53.3
5042,tax,Eric Kirby,"Foster, Santos and Dillon",2022-11-06,499.29,302.79,387.42
7616,past,Geoffrey Sosa,Thompson-Williams,2022-11-21,314.2,214.67,243.4
7237,concern,Laurie Blackburn,Foster-Lee,2022-09-16,284.76,195.21,206.39
1558,poor,Ashley Rodriguez DDS,Mccoy-Tucker,2023-04-17,314.47,203.36,231.86
8764,argue,Stacey Ford,Mitchell PLC,2022-12-29,92.27,55.79,68.5
5716,where,David Hoffman,Hall LLC,2022-10-24,349.55,226.48,254.2
5356,star,Catherine Brown,"Wilson, Miles and Taylor",2023-02-12,467.85,326.57,333.42
9844,hard,Marcus Fernandez,"Mann, Cook and Smith",2022-10-08,490.03,304.09,344.75
1794,of,Michael Harvey,"Foster, Rogers and Dyer",2023-03-31,496.87,338.95,368.18
7490,policy,Kenneth Harrington,Hall LLC,2023-01-27,320.79,218.74,228.95
8506,subject,Jessica Johnson,"Morrison, Williams and Gonzales",2022-12-15,373.11,254.54,290.64
3612,new,Ashley Douglas,Dawson Ltd,2022-11-04,62.59,39.01,48.73
2098,career,Michaela Parker,"Weaver, Hill and Marshall",2022-11-05,66.05,46.2,52.27
4556,city,Jonathan Anderson,Collier PLC,2022-08-31,101.54,61.01,73.23
2667,type,Susan Miller,"Newton, Griffith and Fleming",2022-08-27,107.87,72.27,79.96
5656,air,Sara Roberts,Cook and Sons,2023-06-28,179.9,112.45,127.55
8722,remain,Scott Gray,Kelley LLC,2023-05-11,299.17,195.27,231.85
9582,song,Stacie Harris,"Carter, Smith and Wyatt",2022-11-12,345.21,241.62,266.6
4780,really,Jessica Peters,Church-Carr,2023-01-12,128.09,86.35,99.45
7218,forward,Frederick Haney,Sloan Inc,2022-10-16,159.48,96.16,119.05
3437,theory,Joshua Bernard,Smith-Lopez,2022-09-07,96.54,65.15,68.26
4225,friend,Daniel Powers,Martin-Baker,2022-12-02,466.93,317.4,336.44
4355,around,Matthew Adams,"Cole, Austin and Castro",2022-12-29,328.47,208.54,257.21
7412,unit,Cynthia Braun,Moore-Juarez,2023-05-08,251.8,152.05,177.63
1321,standard,Joseph Elliott,"Evans, Adkins and Williams",2022-11-23,240.36,156.37,168.8
7325,each,David Chapman,"Morrison, Robertson and Silva",2022-12-19,309.13,199.75,217.28
6105,hospital,Dr. Gary Olson,Silva PLC,2023-03-06,328.18,223.77,231.93
7598,similar,Donald James,"George, Allison and Rojas",2023-05-10,437.53,304.47,321.53
1759,work,Jonathan Smith,Jenkins-Bowman,2023-06-13,175.22,121.58,125.5
2337,quickly,Dylan Valdez,Sutton PLC,2023-04-27,495.52,341.38,377.52
5861,clearly,Madison Cox,"Wong, Lopez and Schultz",2023-07-25,197.25,130.62,138.72
4974,coach,Crystal Wilcox,Jordan-Johnson,2022-09-27,364.92,241.69,266.97
9684,series,Marissa Cox,Martin-Perez,2023-05-09,279.05,183.34,196.41
9238,physical,Christopher Lewis,"Adams, Campbell and Brown",2022-10-13,320.85,207.18,249.03
8560,give,Sheila Crawford,Barnes Inc,2023-07-13,344.12,234.85,271.96
2602,seven,Tiffany Wang,"Scott, Crawford and Moore",2023-06-15,211.68,144.18,149.09
8008,knowledge,Scott Stokes,"Chan, Stein and Farrell",2022-11-07,437.35,287.03,331.77
9647,increase,Doris West,"Trevino, Young and Jordan",2022-09-08,441.1,266.19,338.77
2361,when,Nancy Henderson,Jacobs-Moreno,2023-06-05,496.46,316.98,364.84
5995,me,Sarah Pearson,"Arellano, Martin and Moore",2023-05-18,294.51,198.34,227.59
6385,leave,Marcus Rose,"Acevedo, Sanchez and Davis",2022-12-31,56.81,35.32,44.75
8598,child,Ashley Johnson,Hawkins Inc,2022-12-28,229.77,152.71,168.46
6772,every,Seth Arias,Williams Ltd,2023-06-22,491.64,318.02,366.71
5379,think,Sonya Jacobs,"Wagner, Clark and Williams",2022-08-28,386.42,257.08,281.64
8379,cover,Donna Taylor,Ross LLC,2023-08-14,64.01,44.68,47.63
9220,billion,James Herman,"Reed, Kane and Wang",2023-04-19,250.34,165.3,198.28
4465,skill,Sara Wu,"Brown, Kerr and Miles",2022-12-27,227.88,138.78,173.51
6639,because,Laura Banks,Jones Inc,2022-10-11,146.44,99.67,114.13
3271,receive,Carol Wilson,Conner LLC,2022-08-27,424.24,263.92,311.15
3323,president,Elizabeth Hensley,"Gardner, Fuller and Edwards",2023-03-29,375.53,241.35,284.5
2594,seek,Michelle Howard,"Zimmerman, Wood and Gray",2022-09-30,390.72,255.48,278.43
4294,room,Mrs. Susan Howell DDS,Hayes Group,2023-08-17,52.57,32.63,39.33
6079,board,William Faulkner,Scott-Pineda,2022-09-06,317.68,215.53,246.68
1234,address,Misty George,Reynolds Inc,2023-01-02,380.24,258.1,271.79
9884,check,Angela Adams,Park-Nelson,2022-09-07,173.03,115.73,127.11
1932,article,Elizabeth Hobbs,"Li, Bright and Martin",2023-01-14,306.21,213.28,217.34
2386,general,Linda Norris,Adams-Williams,2023-04-17,135.94,90.29,104.15
9311,defense,Nancy Vasquez,"Lynch, Lawson and Dillon",2023-04-21,474.63,305.55,341.09
5232,listen,Douglas Harrison,Moore LLC,2023-02-08,447.27,304.46,319.06
2881,expert,Beth Dougherty,Stewart-Montgomery,2023-05-12,365.37,234.62,279.44
7508,rise,Barry Archer,Mcgrath PLC,2023-03-03,241.71,157.57,175.17
4796,of,Richard Chandler,Perez-Duncan,2023-01-24,341.58,211.98,270.51
2653,majority,Cory Briggs,Walker-Blackburn,2023-07-24,197.17,129.88,152.36
5810,carry,Melissa Morgan,"Lawrence, Johnson and Miller",2023-04-03,222.49,144.65,156.64
1561,possible,Caitlin Simpson,Garcia LLC,2022-11-15,413.06,269.11,319.75
4621,scientist,Sheri Lawrence,"Gross, Tucker and Phillips",2023-06-05,385.99,252.53,275.41
2845,term,Kerry Manning,Welch-Bennett,2023-04-03,261.54,163.04,194.4
3024,allow,Megan Rodriguez,"Quinn, Davis and Woods",2023-04-11,278.28,182.29,212.12
9711,great,Travis Maynard,Martinez LLC,2023-08-23,358.38,248.15,282.1
2686,to,Amber Watts,"Young, Wall and Johnson",2023-04-15,444.28,309.35,319.75
7284,indeed,Kyle Davis,"Garza, Martinez and Taylor",2022-12-01,211.18,140.69,161.95
1083,arrive,Amber Thompson,Cervantes-Bell,2023-05-13,286.71,178.09,213.84
7628,dream,Carlos Roberts,Smith-Walker,2022-11-03,74.62,49.51,54.06
6559,position,Angela Wilson,Guzman-Black,2023-05-20,101.1,65.51,78.85
9937,miss,Steven Parker,"Santos, Nguyen and Mcguire",2023-01-10,425.07,284.91,316.54
2293,arm,Maria Wilson,Berg PLC,2023-03-23,287.86,186.56,211.38
8455,evidence,Gary Bailey,Gonzalez Ltd,2023-01-31,451.33,298.41,327.51
4216,city,Robert Wood,Allen PLC,2023-05-10,401.16,255.54,317.0
5673,tax,Robert Nelson,"Obrien, Harper and Burke",2023-03-26,326.36,196.69,257.69
4026,Congress,Jeremy Goodwin,Black-Cole,2022-11-16,170.6,104.28,123.24
4726,reduce,Emma Butler,Moore LLC,2022-12-05,328.95,228.77,245.29
3681,just,Ashley Valdez,Mcgee-Stanley,2022-12-30,223.56,148.79,176.97
4822,type,Dustin Brown,Dawson-Gutierrez,2023-07-04,313.46,199.75,231.46
3807,couple,Karen Lewis,"Russell, Reese and Dennis",2023-07-06,78.31,53.53,55.99
7683,keep,Charles Banks,Herrera-Taylor,2022-10-20,449.8,293.52,329.06
2640,worker,Calvin Thompson,Hudson-Villa,2022-09-15,496.24,329.8,369.03
9919,clear,Victoria Diaz,Liu Group,2023-04-19,482.37,324.88,341.23
2257,oil,Crystal Fuentes,Rodgers-Miller,2023-06-27,67.6,44.79,52.03
3898,gun,Gary Williams,Herrera Group,2023-07-09,282.31,174.06,220.57
7742,these,William Diaz,Reynolds PLC,2022-12-13,489.7,327.57,389.08
6181,page,James Shepherd,"Sims, Hunter and Palmer",2023-01-02,225.82,152.79,162.72
8141,different,Craig Fuller,Nolan and Sons,2023-02-11,125.18,78.97,90.58
8231,different,Erik Miller,"Pacheco, Guzman and Cross",2023-05-11,114.95,78.84,83.22
8819,ten,Deborah Walls,Mitchell LLC,2023-01-11,340.91,213.44,267.14
4310,order,Ryan Fuentes,Hawkins Group,2023-08-14,193.81,133.12,138.94
2732,pull,Terri Jones,Farrell Group,2023-04-02,439.13,288.14,321.96
6554,hair,Tyrone Cox,Rose-Moore,2022-09-04,177.17,123.9,135.82
3809,traditional,Elizabeth Sherman,Warren Ltd,2023-01-02,130.67,80.73,94.45
4728,social,Jeff Santos,"Coleman, Rodriguez and Lawson",2023-06-20,69.79,45.1,55.42
5879,foot,Maria Mcdowell,Ruiz Ltd,2023-08-08,259.31,171.63,187.8
1162,often,David Ross,Middleton PLC,2023-05-10,89.13,57.63,63.47
1223,born,Jason Kramer,Savage-Stark,2023-07-14,164.93,104.43,121.15
7040,law,Robert Robinson,"Hernandez, Harrell and Mitchell",2023-08-17,140.01,86.08,103.8
6164,partner,Christine Durham,Everett Ltd,2023-02-14,175.25,105.66,124.38
5141,wear,Jessica Lawrence,Jackson Ltd,2023-02-09,152.49,105.39,114.63
4448,would,Margaret Brown,Dawson LLC,2023-07-13,316.15,196.25,224.68
5086,wind,Jessica Taylor,"Flores, Taylor and Key",2023-01-09,432.99,300.45,323.14
8405,within,Rachel Robinson,Carey-Williams,2022-10-20,458.84,301.39,350.26
6516,data,Angela Armstrong,"Dean, Trevino and Gill",2023-05-19,481.0,317.67,349.24
2322,action,Kenneth Meyer,Gutierrez and Sons,2023-05-06,491.94,297.74,392.48
9473,executive,Angela Perry,Williams-Zimmerman,2023-07-03,414.4,252.26,295.47
8374,certainly,Gabriel Johnston,Smith Ltd,2023-05-13,120.7,81.34,91.53
8459,friend,Tanya Fisher,Hernandez Inc,2023-03-28,252.36,168.95,200.44
9592,laugh,Jamie Carlson,Fisher Inc,2023-02-13,116.45,81.44,89.81
4195,billion,Joseph Hansen,Davis Ltd,2022-10-19,339.02,228.65,269.62
1474,best,Christine Rodriguez,"Stanley, Lindsey and Schultz",2023-08-18,266.39,161.52,202.0
8522,position,Manuel Morales,Garrison Group,2023-05-25,59.42,35.81,41.75
6096,least,Rebecca Martin,Wright and Sons,2022-10-06,246.99,165.71,176.82
8489,they,Joshua Silva,"Martinez, Smith and Simmons",2022-10-15,179.49,114.8,128.68
5631,language,Hayley Glover,"Ellison, Gomez and Austin",2023-02-07,292.81,190.67,208.55
8676,artist,Jessica Lowe,"York, Saunders and Durham",2023-05-18,478.64,306.89,339.24
3358,term,Carly Webster,Thomas Ltd,2023-03-01,102.75,66.74,77.11
8823,anything,William Martinez,Wiggins-Torres,2022-09-26,210.8,126.59,158.51
5424,kid,Colin Juarez,Tyler Ltd,2022-09-03,342.71,211.06,243.82
7943,in,Emily Taylor,"Rogers, Mckenzie and Bell",2023-06-04,239.37,149.24,179.41
3699,dog,Kevin Rodriguez Jr.,"Lee, Thomas and Bradley",2023-04-02,377.44,236.35,273.39
7556,director,Michelle Berry,Lewis-Freeman,2023-04-20,122.02,79.65,87.09
1887,administration,Scott Morgan,Parrish Inc,2022-11-17,152.23,100.49,117.33
6173,upon,Tony Moore DDS,Sandoval-Diaz,2023-03-17,222.92,141.61,160.88
4823,effort,Joseph Young,"Parker, Riggs and Ball",2022-08-29,65.6,39.52,50.29
2850,race,Nicholas Middleton,Lucero-Wright,2023-07-11,347.98,239.29,267.35
8907,firm,Casey Thomas,"Larson, Fletcher and Kim",2023-01-27,335.54,230.82,261.44
7604,that,Laurie Young,Morgan Group,2023-03-24,496.14,310.2,350.04
7066,test,Regina Huffman,Alvarez PLC,2023-06-07,272.0,186.94,196.93
7890,red,Savannah Collier,Ewing Group,2023-05-01,409.7,260.64,318.58
9190,month,David Jacobs,Woods-Peterson,2022-12-18,285.64,174.86,225.35
8174,edge,Victoria Lam,Turner Ltd,2023-04-13,251.49,155.94,194.67
7810,girl,Dennis Mack,"Young, Smith and Roberts",2023-07-20,431.58,299.2,345.24
7397,thousand,Kyle Wheeler,Mercado-Hicks,2023-05-27,331.24,209.76,234.01
8869,important,Brad Delgado,Ramos Inc,2023-05-31,210.4,138.63,151.43
1819,lawyer,Stephanie Key,Williams-Pena,2023-02-15,276.24,169.31,218.99
7768,ever,Thomas Coleman,Scott PLC,2023-05-23,143.0,98.15,111.9
4693,another,Larry Harris,Oneill Ltd,2022-09-15,276.09,167.93,210.55
8352,across,Alicia Burke,"Davidson, Mccarthy and Lee",2022-09-14,145.39,96.98,105.02
8055,enjoy,Mark Moore,Rivera-Nguyen,2022-10-05,387.12,254.16,306.57
4829,one,Christopher Taylor MD,"Norman, Campos and Keller",2022-10-17,355.93,215.98,279.92
9023,police,Barry Mckinney,Tran-Morgan,2023-02-19,119.89,80.39,94.42
2380,office,John Ferguson,"Cabrera, Foley and House",2023-03-26,308.51,195.98,229.65
