PartNo,PartName,User,Supplier,Date,SupplierQuote,Rec,SettledPrice
3954,Hex Nut,Justin Zimmerman,Hurley-Murphy,06-10-2022,129.13,80.79,94.92
8606,Hex Nut,Michelle Lewis,Garza-Wilson,07-10-2022,58.59,39.62,41.16
9844,Hex Nut,Marcus Fernandez,"Mann, Cook and Smith",08-10-2022,490.03,304.09,344.75
3564,Hex Nut,Nicholas Floyd,Buckley-Fox,09-10-2022,92.14,60.1,71.84
7267,Hex Nut,Benjamin Nelson,"Wilson, Gallagher and Reed",09-10-2022,233.97,149.82,186.3
7265,Hex Nut,Daniel Harmon,Boyd-Whitehead,11-10-2022,108.37,67.34,79.36
5207,Hex Nut,Stanley David,"Goodwin, Smith and Walton",11-10-2022,286.43,179.21,221.79
3749,Hex Nut,Miss Stephanie Ford,"Ellis, Lewis and Lewis",11-10-2022,248.92,163.9,196.13
6639,Hex Nut,Laura Banks,Jones Inc,11-10-2022,146.44,99.67,114.13
3336,Hex Nut,Michelle Nelson,Dominguez and Sons,11-10-2022,110.01,69.87,83.77
3142,Hex Nut,Luke Dunn,Smith PLC,12-10-2022,173.24,116,128.32
5616,Hex Nut,Scott Mueller,Kim Group,12-10-2022,71.31,44.24,52.86
3626,Hex Nut,Lisa Sanchez,Richard-Malone,12-10-2022,423.88,258.95,304.69
6037,Hex Nut,Thomas Crawford,"Wilcox, Hood and Flores",12-10-2022,133.82,93.22,100.37
5746,Hex Nut,William Sullivan,Wilson and Sons,12-10-2022,378.32,227.03,284.48
3959,Hex Nut,Cynthia Bryant,Perez and Sons,12-10-2022,157.11,100.07,110.12
3527,Hex Nut,Gail Gamble,"Griffin, Powell and Williams",12-10-2022,72.05,46.28,56.67
9238,Hex Nut,Christopher Lewis,"Adams, Campbell and Brown",13-10-2022,320.85,207.18,249.03
1798,Hex Nut,Heidi Johnson,Fitzgerald-Reynolds,13-10-2022,436.36,280.87,326.91
7239,Hex Nut,Alicia Walker,Matthews-Jackson,13-10-2022,369.93,229.3,282.02
8783,Hex Nut,Tara Snow,"Jones, Ochoa and Owens",13-10-2022,174.06,108.11,137.77
1413,Hex Nut,Michael Williams,Smith-Cruz,13-10-2022,274.91,185.88,201.51
9208,Hex Nut,Nicole Gutierrez,"Goodwin, West and Ellis",14-10-2022,262.54,161.17,207.49
3718,Hex Nut,John French,"White, Clark and Rodriguez",14-10-2022,407.76,279.22,299.82
3786,Hex Nut,Timothy Gates,"Tran, Coleman and Gay",14-10-2022,441.57,298.65,327.75
8489,Hex Nut,Joshua Silva,"Martinez, Smith and Simmons",15-10-2022,179.49,114.8,128.68
9465,Hex Nut,Derek Becker,Friedman Ltd,15-10-2022,89.72,62.75,70.21
7218,Hex Nut,Frederick Haney,Sloan Inc,16-10-2022,159.48,96.16,119.05
5806,Hex Nut,Briana Benjamin,Weber-Reid,16-10-2022,350.33,242.45,279.32
4829,Hex Nut,Christopher Taylor MD,"Norman, Campos and Keller",17-10-2022,355.93,215.98,279.92
7930,Hex Nut,Kendra Richards,Mccann-Leonard,18-10-2022,196,125.88,154.3
3677,Hex Nut,Christopher Wilkins,Curry PLC,18-10-2022,303.72,192.76,230.46
7924,Hex Nut,Karen Cooper,Mitchell-Jones,18-10-2022,397.14,244.28,307.49
8933,Hex Nut,Amber Walton,"Nash, Wolf and Pierce",18-10-2022,363.65,252.75,258.2
3073,Hex Nut,Jessica Nielsen,Phillips-Baker,18-10-2022,196.4,127.4,144.28
4195,Hex Nut,Joseph Hansen,Davis Ltd,19-10-2022,339.02,228.65,269.62
4975,Hex Nut,Christopher Cherry,Sanchez-Smith,19-10-2022,251.32,160.8,200.84
7683,Hex Nut,Charles Banks,Herrera-Taylor,20-10-2022,449.8,293.52,329.06
8405,Hex Nut,Rachel Robinson,Carey-Williams,20-10-2022,458.84,301.39,350.26
7929,Hex Nut,Robert Lopez,"Hunter, White and Mercer",20-10-2022,234.89,152.66,181.87
8195,Hex Nut,Amy Williams,Hernandez Inc,20-10-2022,136.81,88.76,98.07
9295,Hex Nut,Michael Fischer,Holloway and Sons,21-10-2022,307.42,203.43,233.64
8165,Hex Nut,Kevin Taylor,Ortiz and Sons,22-10-2022,310.73,190.53,242.54
4045,Hex Nut,Mark Compton,Price-Reed,22-10-2022,232.92,141.51,178.11
7701,Hex Nut,Sarah Holder,Dominguez-Diaz,22-10-2022,301.7,185.72,235.95
4684,Hex Nut,Edward Schaefer,Smith and Sons,23-10-2022,436.07,300.45,326.17
3560,Hex Nut,Jenny Tucker,Sandoval Inc,23-10-2022,425.46,286.75,302.25
7195,Hex Nut,Kristen Hughes,Johnson-Johnson,23-10-2022,65.09,40.55,46.38
8627,Hex Nut,Sandy Jones,"Rivera, Manning and Thornton",23-10-2022,199.45,131.67,157.69
1525,Hex Nut,Keith Hammond,Gilbert-Fields,23-10-2022,482.62,319.23,366.51
5716,Hex Nut,David Hoffman,Hall LLC,24-10-2022,349.55,226.48,254.2
4347,Hex Nut,Anthony Smith,Schmidt Ltd,24-10-2022,436.09,275.99,341.23
8853,Hex Nut,Gary Morrison,"Chavez, Thompson and Lewis",24-10-2022,436.36,285.38,323.04
9087,Hex Nut,Joshua Armstrong,Thomas-Hopkins,25-10-2022,398.87,249.82,284.84
1407,Hex Nut,Joseph Sexton,Ruiz and Sons,25-10-2022,303.68,205.4,223.42
1089,Hex Nut,Nicole Webb,Ryan Group,25-10-2022,232.24,152.5,174.89
9151,Hex Nut,John Rivera,"Martinez, Payne and Murphy",25-10-2022,297.47,205.88,237.24
5762,Hex Nut,Jennifer Rodgers,"Herrera, Howe and Williams",25-10-2022,423.87,294.43,338.8
4804,Hex Nut,Megan Arellano,Obrien-Bentley,28-10-2022,156.94,99.38,121.82
9333,Hex Nut,Heather Montes,Larsen Inc,28-10-2022,89.96,61.5,71.38
6728,Hex Nut,David Vargas,Swanson Group,28-10-2022,427.48,257.55,315.08
6590,Hex Nut,Michael Powell,Wilson PLC,29-10-2022,94.69,59.72,75.67
8625,Hex Nut,Joseph Collins,Osborne Ltd,29-10-2022,417.96,275.85,321.21
8159,Hex Nut,Barbara Wagner,Moore-Rodriguez,30-10-2022,278.89,185.08,201.58
6786,Hex Nut,Jacqueline Garza,Tucker-Howard,31-10-2022,168.96,110.06,126.9
3448,Hex Nut,Devin Friedman,Wilson Ltd,01-11-2022,80.67,48.69,64.37
9915,Hex Nut,James Patel,Richardson PLC,02-11-2022,464.14,292.23,341.43
4642,Hex Nut,Leah Zamora,Barber Group,03-11-2022,81.24,48.89,61.41
7628,Hex Nut,Carlos Roberts,Smith-Walker,03-11-2022,74.62,49.51,54.06
4290,Hex Nut,Felicia Mann,"Ryan, Smith and Duncan",03-11-2022,321.39,207.98,226.51
2676,Hex Nut,Lee Perez,Parker-Rios,03-11-2022,157.84,95.67,120.44
3612,Hex Nut,Ashley Douglas,Dawson Ltd,04-11-2022,62.59,39.01,48.73
8217,Hex Nut,Ralph Ramirez,Miller Ltd,04-11-2022,303.9,197.15,223.15
3190,Hex Nut,Kyle Powell,"Harvey, Dyer and Mcdaniel",04-11-2022,210.8,129.83,165.03
1632,Hex Nut,Megan Frazier,Jones-White,04-11-2022,196.34,125,149.06
7466,Hex Nut,Ricardo Davis,Powers-Randall,04-11-2022,361.18,236.62,288.06
2848,Hex Nut,Joseph Cobb MD,"Thomas, Cunningham and Wolfe",05-11-2022,341.79,211.83,247.07
2098,Hex Nut,Michaela Parker,"Weaver, Hill and Marshall",05-11-2022,66.05,46.2,52.27
3247,Hex Nut,Sarah Fisher,Rivera Ltd,05-11-2022,366.12,230.09,269.2
2906,Hex Nut,Laura Johnson,Love Ltd,05-11-2022,258.27,155.18,185.31
8046,Hex Nut,Chelsea Lam,Parks-Butler,05-11-2022,474.93,307.57,338.03
1396,Hex Nut,Kyle Green,Martinez Ltd,05-11-2022,202.53,125.41,142
5042,Hex Nut,Eric Kirby,"Foster, Santos and Dillon",06-11-2022,499.29,302.79,387.42
4126,Hex Nut,Patrick Murray,Allen LLC,06-11-2022,128.02,85.66,95.27
8660,Hex Nut,Aaron Bates,Arnold Group,06-11-2022,394.72,239.43,292
8423,Hex Nut,Sophia Harrell,Pearson-Hamilton,06-11-2022,327.73,212.5,233.19
5199,Hex Nut,Mrs. Melinda Ball,Jones-Jones,06-11-2022,191.37,132.82,147.31
8008,Hex Nut,Scott Stokes,"Chan, Stein and Farrell",07-11-2022,437.35,287.03,331.77
9245,Hex Nut,Jack Rogers,"Reyes, Wells and Griffin",07-11-2022,267.92,174.78,188.38
7164,Hex Nut,Toni Lewis,Bradley Group,07-11-2022,213.56,130.91,152.94
9440,Hex Nut,Elizabeth Marks,"Parker, Dunn and Richardson",07-11-2022,185.76,117.16,143.08
8271,Hex Nut,Ryan Brewer,Richardson Inc,07-11-2022,371.63,226.72,270.86
8010,Hex Nut,Ryan Berry,Bryant-Williams,08-11-2022,341.31,211.53,242.1
7176,Hex Nut,Samantha Powell,Miller-Oliver,08-11-2022,66.52,43.05,46.63
6621,Hex Nut,Robert Anderson,Aguilar-Perez,08-11-2022,365.27,231.24,265.52
3800,Hex Nut,Jennifer Campbell,"Santiago, Clayton and Nicholson",09-11-2022,469.79,328.01,373.37
5402,Hex Nut,Christine Knight,"Saunders, Randall and Lopez",09-11-2022,427.73,290.61,340.62
1921,Hex Nut,Anita Campbell,"Garcia, Fuller and Alexander",10-11-2022,392.27,260.62,292.66
5029,Hex Nut,Lauren Howe,Jones Ltd,10-11-2022,419.52,275.99,330.33
4141,Hex Nut,John Rodriguez,"Livingston, Moss and Fletcher",10-11-2022,257.64,165.75,194.99
9326,Hex Nut,Jacob Brown,Patel Group,11-11-2022,488.12,322.72,386.16
9582,Hex Nut,Stacie Harris,"Carter, Smith and Wyatt",12-11-2022,345.21,241.62,266.6
3230,Hex Nut,Willie Morgan,Sherman and Sons,12-11-2022,310.98,187.99,234.13
6494,Hex Nut,Phillip Arroyo,"King, Perez and Burnett",12-11-2022,126.51,78.04,96.14
7382,Hex Nut,Richard Hunt,Greene-Rios,13-11-2022,336.83,228.8,266.54
3343,Hex Nut,David Perez,"Walker, Price and Jones",13-11-2022,178.36,123.02,137.77
6203,Hex Nut,Andrea Gould,"Brown, Williams and Riley",13-11-2022,350.49,211.32,245.92
9455,Hex Nut,Rebecca Chen,"Villarreal, Pratt and Brooks",13-11-2022,225.22,138.01,177.08
6551,Hex Nut,Darren Klein,"Martinez, Rose and Cox",14-11-2022,371.3,258.49,291.49
2804,Hex Nut,Kathy Cunningham,Romero-Alexander,14-11-2022,92.57,63.35,68.88
6555,Hex Nut,Kimberly Brown,"Kerr, Cook and Daugherty",14-11-2022,401.09,279.09,320.59
3758,Hex Nut,Gregory Perry,Nelson Group,14-11-2022,100.17,66.42,77.17
5691,Hex Nut,Miguel Delacruz,"Saunders, Rose and Perez",15-11-2022,499.39,331.22,378.54
1561,Hex Nut,Caitlin Simpson,Garcia LLC,15-11-2022,413.06,269.11,319.75
9065,Hex Nut,Meghan Meyer,Hall Inc,15-11-2022,297.49,187.76,217.38
4519,Hex Nut,Tracy Frank,Ray LLC,15-11-2022,276.8,179.09,199.28
3566,Hex Nut,George Mullins,Smith LLC,16-11-2022,402.83,260.18,300.01
9950,Hex Nut,John Scott,Stewart-Bell,16-11-2022,208.65,131.99,158.44
4203,Hex Nut,Michelle Holland,"Cruz, Armstrong and Brady",16-11-2022,359.17,237.85,277.94
4026,Hex Nut,Jeremy Goodwin,Black-Cole,16-11-2022,170.6,104.28,123.24
1893,Hex Nut,Jennifer Davis,Romero and Sons,16-11-2022,55.36,36.19,42.09
9043,Hex Nut,John Long,Pena-Jones,16-11-2022,385.87,241.19,307.31
1117,Hex Nut,Larry West,"Riley, Gates and Nichols",16-11-2022,308.49,189.29,221.91
1887,Hex Nut,Scott Morgan,Parrish Inc,17-11-2022,152.23,100.49,117.33
6830,Hex Nut,Joshua Garcia,Frye PLC,18-11-2022,63.92,38.48,47.97
6280,Hex Nut,Lorraine Paul,Brown-Baker,19-11-2022,360.82,221.49,286.48
8074,Hex Nut,Adam Martin,Valentine-Vance,20-11-2022,250.47,165.51,192.47
7046,Hex Nut,Todd Harrington,Stone-Harrison,20-11-2022,301.27,191.1,229.02
7616,Hex Nut,Geoffrey Sosa,Thompson-Williams,21-11-2022,314.2,214.67,243.4
7443,Hex Nut,Kevin Nelson,Petersen-Conley,21-11-2022,438.63,267.14,311.82
8975,Hex Nut,Sarah Bradford,Reeves-Adams,22-11-2022,488.9,323.17,384.09
7988,Hex Nut,Julie Sanchez,Kennedy Group,22-11-2022,286.16,180.14,228.26
3571,Hex Nut,Clinton Sims,"Ortiz, Hopkins and Arnold",22-11-2022,231.18,138.74,175.85
1321,Hex Nut,Joseph Elliott,"Evans, Adkins and Williams",23-11-2022,240.36,156.37,168.8
6307,Hex Nut,Michelle Frost,Scott Ltd,23-11-2022,57.37,36.52,41.31
8493,Hex Nut,Wayne Deleon,Benjamin-Bush,23-11-2022,162.51,110.37,125.11
5547,Hex Nut,Brad Mason DVM,Chen-Cooper,23-11-2022,459.65,299.46,357.52
7914,Hex Nut,Karen Martinez,"Mullins, Shelton and Benson",24-11-2022,486.27,320.65,354.34
2297,Hex Nut,Mark Nichols,"Schroeder, Vargas and Weber",25-11-2022,138.05,94.02,110.06
6376,Hex Nut,Martin Martin,Jones and Sons,25-11-2022,84.25,52.35,65.85
6551,Hex Nut,Krista Martin,Kirby-Williams,25-11-2022,318.27,205.11,247.23
1657,Hex Nut,Joshua Lowe,"Jacobson, Martin and Martinez",26-11-2022,202.72,127.42,143.97
8391,Hex Nut,Jorge Wilson,"Cowan, Jackson and Mueller",27-11-2022,135.46,94.11,98.26
3493,Hex Nut,Meagan Barnett,"Carr, Porter and Stein",28-11-2022,155.55,101.16,111.58
8951,Hex Nut,Jeff Brown,"Perez, Nelson and Flores",28-11-2022,264.58,161.7,200.67
7283,Hex Nut,Heather Harris,"Hester, Obrien and Sanchez",29-11-2022,387.74,236.41,283.23
4281,Hex Nut,Steven Kim,Martinez-Nelson,29-11-2022,499.82,321.83,350.92
8324,Hex Nut,Regina Hunt,Mcguire-Avery,29-11-2022,252.15,162.99,182.16
7897,Hex Nut,Edward Palmer,Barnes PLC,29-11-2022,71.61,46.81,51.52
6907,Hex Nut,Kimberly Lewis,"Smith, Robbins and Blanchard",29-11-2022,280.52,174.02,222.46
8835,Hex Nut,Brad Morgan,Simmons LLC,29-11-2022,444.09,303.97,328.19
5696,Hex Nut,Eric Carter,Davis Ltd,30-11-2022,370.88,226.82,288.6
4515,Hex Nut,Valerie Bush,Campbell-Haley,30-11-2022,423.61,268.89,319.45
2934,Hex Nut,Richard Mitchell,Duke Ltd,01-12-2022,462.13,286.18,336.02
5648,Hex Nut,Scott Martinez,"Mason, Day and Carroll",01-12-2022,475.94,286.26,364.86
7284,Hex Nut,Kyle Davis,"Garza, Martinez and Taylor",01-12-2022,211.18,140.69,161.95
3433,Hex Nut,David Williams,Henry Ltd,01-12-2022,242.39,167.72,182.22
4058,Hex Nut,Juan Jones,Bell Ltd,01-12-2022,113.36,73.43,85.22
2910,Hex Nut,Darryl Quinn,Mccarthy Ltd,02-12-2022,51.25,32.09,40.41
5143,Hex Nut,Mr. Adam Ward,Taylor Group,02-12-2022,161.41,99.34,126.67
4225,Hex Nut,Daniel Powers,Martin-Baker,02-12-2022,466.93,317.4,336.44
6647,Hex Nut,Bethany Moran,"Carter, Lloyd and Harris",03-12-2022,160.33,105.26,124.46
3791,Hex Nut,Brenda Miller,"Griffin, Rodriguez and Moody",03-12-2022,420.41,264.48,320.52
3648,Hex Nut,Cody Jones,"Stewart, Snyder and Fernandez",03-12-2022,116.44,80.2,88.1
6155,Hex Nut,Jason Rhodes,Lamb Ltd,03-12-2022,110.97,69.38,80.84
7858,Hex Nut,Michael Skinner,Roberts PLC,04-12-2022,121.43,79.53,85.16
5585,Hex Nut,Shawn Clark,Lopez-Foley,04-12-2022,374.03,237.9,289.93
1306,Hex Nut,Jason Moore,Valdez-Bradshaw,04-12-2022,109.43,71.8,81.72
4726,Hex Nut,Emma Butler,Moore LLC,05-12-2022,328.95,228.77,245.29
3286,Hex Nut,Charles George,Parrish Group,05-12-2022,169.13,114.02,128.16
5640,Hex Nut,John Jones,"Nelson, Armstrong and Spears",06-12-2022,53.2,33.58,37.84
4085,Hex Nut,Susan Hancock,Rivera-Hughes,06-12-2022,193.05,118.42,138.99
4466,Hex Nut,Melissa Chambers,"Cooper, Durham and Robinson",06-12-2022,358.58,222.19,262.85
8651,Hex Nut,Caleb Mueller,"Perez, Garcia and Schaefer",06-12-2022,256.35,168.4,187.46
